,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,residential_percent_change_from_baseline,retail_and_recreation_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
0,0.0,0.0,0.0,0.0,0.0,0.0
1,,,,,,
2,,0.00021257646185044005,,,,
3,,0.00042216432205439074,,,,
4,,0.0006287635806118523,,,,
5,,0.0008323742375228242,,,,
6,,0.0010329962927873068,,,,
7,,0.0013861423124240312,,,,
8,,0.0016072690109981578,,,,
9,,0.0019179502750382798,,,,
10,,0.0020647305958206826,,,,
11,,0.002288679580616233,,,,
12,,0.002503191998114053,,,,
13,,0.002766410841234691,,,,
14,,0.0030553359617675915,0.0003003591756888459,,,
15,,0.0033023603995848425,0.0006001879007815593,,,
16,,0.003654054311716795,0.0005388902753841047,,,
17,,0.0040459037308349256,0.0005818447924803807,,,
18,,0.004670008639610366,0.0007663172847338396,,,
19,,0.005438419095690908,0.0007039427022888491,,,
20,,0.00620253333025041,0.0009567805436825019,,,
21,,0.007102742065242918,0.0009189424303453776,,,
22,,0.007391515186965017,0.0011850949966421504,,,
23,,0.007210430765923564,0.0015017127161186554,,,
24,,0.007360935887030962,0.001866998851593583,,,
25,,0.0074460877729659765,0.0020914756693626553,,,
26,,0.008131814921086373,0.0024522574670297545,,,
27,,0.0087261594882651,0.002774635580233489,,,
28,,0.00871031338195585,0.003186324150907696,,,
29,,0.008061433890811206,0.0036515018745209103,,,
30,,0.006970558291803942,0.004134951816308977,,,
31,,0.006722849655271375,0.004741317708693752,,,
32,,0.006439788712850783,0.005573674930830132,,,
33,,0.006331126134136206,0.006737013693279044,,,
34,,0.006384456476201639,0.00840699573671873,,,
35,,0.006638022146673748,0.010688637338944143,,,
36,,0.007004340674034456,0.012753312550583448,,,
37,,0.006860019170904622,0.01511679359757497,,,
38,,0.007020254218605502,0.01933095237932457,,,
39,,0.0070901354261468895,0.02512934578755576,,,
40,,0.006830629210832964,0.03221638174224098,,,
41,,0.007351280360358543,0.03970773008454931,,,
42,,0.00775344912802097,0.0492379393569983,,,
43,,0.008092425710634772,0.05626467471754747,,,
44,0.00015345680539172234,0.009220094496029287,0.06072099007758553,0.00042322584419331443,0.00033853003105700124,
45,0.0003106126535191856,0.009780146636592721,0.06409499929452483,0.0008558844501608971,0.0006716162626261389,
46,0.0010918938477123845,0.009625508446152155,0.06767826478657785,0.0007327114962045471,0.000646249068653413,
47,0.0015415463785652499,0.009468462775066687,0.07056500127292174,0.0011657467148229194,0.0008140258039683714,
48,0.002147349454425238,0.009160723662186308,0.07367665975469068,0.001625555565947788,0.0010301615290231364,
49,0.002980692054419719,0.008835969972293701,0.0765640533247446,0.0022186847645439597,0.0014538768036698722,
50,0.0034110306142400458,0.007922949640496713,0.07879641056065058,0.002259431099001307,0.0016213998359298223,
51,0.004162810154178138,0.0071952749749364464,0.08034795442895891,0.0028545809749527967,0.002096990304810324,
52,0.0049401996554271745,0.007246883302643366,0.08197785373646226,0.0034353657302274225,0.0022863547944821628,0.0003621558851322954
53,0.005341372755801616,0.0075017794895462,0.08311790534398783,0.0037354770717539063,0.0022042733819419252,0.0007165161349679748
54,0.005893213881371787,0.00804195500269409,0.08412792383920793,0.004265740265807039,0.0026510356560422678,0.0010632293154863967
55,0.006482968117410625,0.007874381298569648,0.08478725830419975,0.004492600583568602,0.002814419813068603,0.001394851778304171
56,0.007063509723059395,0.008431321167464598,0.0850037241203101,0.0050165886795762735,0.0029932385526780228,0.0017093792054131305
57,0.007564185716370325,0.008729942469891476,0.0860859673973417,0.005577658440000834,0.0029434596331633154,0.002029100934568208
58,0.007440615829785731,0.008265675803462913,0.08728560817074131,0.005809755782099827,0.003297203133684473,0.0023200244299947975
59,0.007433478385700056,0.008104168369613607,0.08777632340405214,0.004260655278230579,0.002653107170839556,0.0005979164197437873
60,0.006691539424674245,0.007371804505616738,0.08829369956285206,0.0029963226122145955,0.002474806518417703,0.0006953367106017323
61,0.0074128359322897805,0.006921163625413515,0.08871236192429939,0.003123152237329322,0.002275399307457696,0.0011394252592123195
62,0.008253597007454804,0.006808895923945838,0.08896245665606636,0.0038031307137136277,0.0025983301014228027,0.0015505751654989353
63,0.008862595313481337,0.006905391033172225,0.08902115125699897,0.0044443140786336495,0.0030577689088003646,0.0019970734250174013
64,0.008972668132865609,0.0069314284407493675,0.08906925174684219,0.00499776079591107,0.003421101902942338,0.002457601350052798
65,0.006634056864323145,0.006916795157196844,0.08842898290029333,0.005781158747535613,0.0035742851324904196,0.002962804956408708
66,0.008087839610466139,0.007712910172916222,0.08724201910816051,0.006565734966314053,0.004227683302335631,0.0034040002967939457
67,0.009412246190610382,0.008357416331297517,0.08567143903001113,0.00726890093514025,0.004844126189580415,0.003816192894188981
68,0.010309118210627494,0.008807954983427384,0.0851104931895573,0.007801402963296531,0.005379150895281896,0.004212608773991182
69,0.011182505779410953,0.009251551461101817,0.08403759935298225,0.008196460007952334,0.005938829503664321,0.004596426702749331
70,0.012124792538632098,0.009796235770442696,0.08176099581299118,0.008771786422721127,0.006506866063450412,0.00496540827329938
71,0.013055725009504441,0.010503763530380645,0.07865228657504075,0.00937429184676787,0.007084817340355807,0.0053263438742134584
72,0.014127000826944775,0.011055506826452868,0.07568204470126273,0.009999270329572651,0.007737242668356966,0.005666613856914375
73,0.014921737099692689,0.011562415227528523,0.07359169707168306,0.010614352351729386,0.008271896159101124,0.006019945627413008
74,0.015609521394979748,0.011919232574947342,0.05580513585328258,0.011228503654775627,0.008792707452513938,0.006342200900866821
75,0.016459293462589994,0.012427974761965018,0.05343447379415432,0.011890591712263303,0.009387708586704582,0.006653519648236573
76,0.01729660629923615,0.013121534118888266,0.050114194678997186,0.012632068634704657,0.010055385001395196,0.006957179743549869
77,0.018511524854242,0.014604119405895696,0.044839962014482045,0.01344944552758186,0.01082842092340547,0.007259249002526175
78,0.019307355142098477,0.01606419826792466,0.04065504035402124,0.014221968510132096,0.011639999956310699,0.007584296136342048
79,0.020319086301871077,0.017189914286990387,0.037115307553246296,0.015031979438219963,0.012235337711089238,0.007941716484226887
80,0.020835039401783842,0.016716837793780706,0.034371346913007694,0.015730291428153825,0.012795253049628847,0.008209489346792536
81,0.022486378197356396,0.017163969627398665,0.04007136851689811,0.016560612498558468,0.013421799764121075,0.008489558306979355
82,0.023071679478239304,0.018504795725363114,0.037682052996518604,0.01722425736604229,0.014029152332206207,0.008764092928353291
83,0.022819308810970808,0.018980381838095698,0.034551850834555704,0.01776537684009192,0.014382678730176611,0.00901145016885299
84,0.021658521941164167,0.018418862817323783,0.03373659602031252,0.018061678998548377,0.014542929682759985,0.009230495445265758
85,0.023896152269267897,0.01780406726272749,0.032981547293987765,0.01859187438962735,0.014821506052143564,0.009449163907063867
86,0.026161214692199272,0.017594094490345664,0.030666206023211684,0.019220109924628626,0.015344584985616354,0.009697974028701158
87,0.022955071820299593,0.01752827988156713,0.02994784214401168,0.019249781145165106,0.015598063604822817,0.009855253913792078
88,0.02065560194681066,0.0175724103718987,0.028515734583292367,0.01925238655054997,0.015770532187091298,0.01001663845085795
89,0.021372105509249312,0.017837822708128927,0.026896009200869327,0.019505228496892416,0.015967571712541487,0.01014712451778088
90,0.020735008800978644,0.017815721417168993,0.025560164066796714,0.019737689896467465,0.016145602268489427,0.010256112848277535
91,0.020067442575094557,0.019155612376492142,0.023387107886236304,0.020003339199958066,0.016376497106378025,0.01033444938088147
92,0.018191606820098016,0.020720396391664515,0.021812913869897425,0.020022196293663034,0.016407657714318107,0.010449655942570375
93,0.017506588648759293,0.021530627436483596,0.02205617813984102,0.02001205290616505,0.016343996092948662,0.010537472623061374
94,0.017766315837090388,0.02189588557124467,0.02052847772562425,0.02053664454371013,0.016439983374182572,0.010596584767357439
95,0.017771811354135268,0.02225950778913181,0.019164574840980813,0.021425614081574118,0.016651668623600104,0.010623184932185685
96,0.01781622492993074,0.022709019805071028,0.017734168650058023,0.02199780837505911,0.017271478138526933,0.01062198606869516
97,0.01912071410918743,0.023495624842631076,0.016634293834931924,0.02273594082751996,0.01798010086584831,0.010600547647039441
98,0.019659816446112165,0.0243229087224641,0.015458302227433657,0.023347343714502155,0.018809853840885828,0.01051310444878455
99,0.019951231416504248,0.02521049166907859,0.014220070759612126,0.023473169654724856,0.01982590508821045,0.010655166779936885
100,0.020607630507237403,0.028418171589205645,0.012635419874052511,0.023803106312956495,0.019647353514082734,0.010527791758330777
101,0.02056341344503388,0.03401844259547051,0.013261037982382833,0.022967018993533084,0.018432965811579317,0.009162633928203505
102,0.020982597324649854,0.03476241138258723,0.011796828166528581,0.022692091831400044,0.018090672634569295,0.009059518159463946
103,0.021448148175988082,0.035940269956844,0.010811798930465312,0.022488273333012683,0.017692070071925182,0.00896642627486902
104,0.020919832081971953,0.03543928110108867,0.009989340296835179,0.02218746318258565,0.01715018986162479,0.00887535863705898
105,0.02009115374860598,0.03512359706572001,0.010320921140380114,0.021806409703183694,0.016642326032648463,0.008817459423560227
106,0.019721078671039394,0.03594098927536903,0.00963672823284678,0.021782020946099455,0.016595682489565347,0.008912257987283463
107,0.01920196455823322,0.03521656017687496,0.009656776286270461,0.02171471581179242,0.016889459227495428,0.008995064887134568
108,0.02017357356084491,0.03075189266737253,0.008235880945669393,0.022896062455169463,0.01888288259741526,0.010227831133192103
109,0.020961752458994277,0.0326824917731603,0.00764277835068671,0.02302501164383769,0.01921016346449278,0.010009105972917914
110,0.021979335349285933,0.0346359572905994,0.007219988838472867,0.023579946616861663,0.0193889033656386,0.009728439367080986
111,0.023202617688509296,0.03768474627362731,0.006261419713737631,0.023444936347906214,0.01917760868468554,0.009408296882163155
112,0.02510188465231914,0.03764049527005576,0.006046560400474769,0.023036397095053885,0.019336055720865396,0.009013802811676866
113,0.02484532350525043,0.036714731474544966,0.005685248562538144,0.022232516880967338,0.018255073763133265,0.008531981341116476
114,0.026903647867125187,0.03475712053800148,0.004942562986055464,0.02155333236697091,0.017587650636107736,0.008036318273796672
115,0.026155693119842078,0.03380159711058395,0.004378882123383728,0.020729999797281122,0.016885923314040385,0.007586239801924808
116,0.02463750246918931,0.033559020695110194,0.004192679742280074,0.020496424099001164,0.015806636836540263,0.007116993766383802
117,0.023797849095871553,0.033927233353361556,0.004609057603414332,0.020262526356040013,0.015293038017192496,0.006636896541051562
118,0.02397632523136324,0.03336743597828043,0.004680474897195324,0.02060388320010387,0.015515529721703607,0.006117357983639311
119,0.02437548111278587,0.03712142258334968,0.0038803598878319307,0.020452310559013743,0.0155951936669223,0.005591091257261662
120,0.0245084880646642,0.04233720117944457,0.003220302233228994,0.02036089681373957,0.015951658125635343,0.00507916293781278
121,0.025177257847520524,0.04557233936647407,0.0030623014202882906,0.021639255478452885,0.017012841463179315,0.004551273186293926
122,0.027551251963905062,0.04842858177474465,0.0044639469852614045,0.021616773451902736,0.017123930839991194,0.003938520490924592
123,0.028747979887829428,0.052397399003803434,0.004540998737298791,0.02233287049201682,0.0173692858711609,0.003297277444206972
124,0.029044018006083458,0.05479140950150014,0.00495000919491882,0.022875264541249656,0.018113355241422113,0.007041054792558704
125,0.0292478476055468,0.05604639478827815,0.004173205290014718,0.02310220450214941,0.017846801462248225,0.006993029976796138
126,0.028229079570582957,0.053842859137885,0.0035077531556479092,0.02340690699709403,0.017725245137401018,0.00693662538035984
127,0.02905293469007372,0.05238068024600247,0.0029576328994668057,0.022562032689353438,0.01615323527862846,0.006511355964703751
128,0.029586085442207057,0.05447887481650471,0.0022788511466789703,0.02349425877583073,0.015869981788352486,0.006127797961911239
129,0.02802674609876851,0.05243847344676048,0.003287536316508975,0.022513240101077872,0.017185738097191133,0.0056184586108180765
130,0.02725177674656639,0.05150824919685813,0.0051620374051636305,0.021787191810124708,0.016816206916644115,0.005134230620359244
131,0.025739665042797292,0.052988501883063636,0.004126987025218881,0.019959204324265224,0.017450145484664076,0.004665902893542613
132,0.025141282314469632,0.052237189987475514,0.003277341191436256,0.01935554070743955,0.01735175527840804,0.004221367281258477
133,0.024264160297508518,0.0510594812000193,0.0024797581581221233,0.01774043805979411,0.018493665244075745,0.004012037496121397
134,0.022587640197382047,0.05041595182689026,0.0016155588156651494,0.01711335640745348,0.01941597079672949,0.00435902413550689
135,0.01914224601055583,0.047014780834065094,0.0008277369664423719,0.016402528671685467,0.0186631269898975,0.004282574743272965
136,0.019838529701508602,0.04510320470826316,,0.018547596665115747,0.021049151602418107,0.005179234819582471
137,0.020666933086051133,0.04224200503438609,,0.0189073883624979,0.020685602133343445,0.005500924282444843
138,0.022328517051962937,0.039277361901454935,,0.01859525919818544,0.02469060310692465,0.0059846171902769515
139,0.02600683496062555,0.040353023333812986,,0.019647784642503496,0.024803803331420717,0.006579485118481026
140,0.02613884433814302,0.0388756362680471,,0.017343641617227738,0.024711856349379537,0.011628161030134587
141,0.02478149586360342,0.03952732655353397,,0.01770230327716499,0.021409083286609627,0.01112873445179819
142,0.022682024023107532,0.03857322531657172,,0.02027372371649584,0.02374914864547085,0.010819311018406162
143,0.023270245199065304,0.04307349379513611,,0.02157001709027171,0.02315029728061534,0.010547515416375408
144,0.02565930787655609,0.04428068467886258,,0.02070081041160472,0.02295420400164291,0.010310942723337107
145,0.024849101234227296,0.04471372944768598,,0.018753832993841982,0.02466122412128135,0.010086730376138745
146,0.019557795916918124,0.041219229758018894,,0.016768484543265898,0.022743209534000188,0.009898271764327586
147,0.015899233260002785,0.03806627457211106,,0.013689068016197221,0.0205972586342619,0.004590036153496151
148,0.016565748013813927,0.036186000809039186,,0.014080978949239494,0.021873634868773466,0.004764243767217549
149,0.016940761734037052,0.03571121869419566,,0.013582272492825224,0.020629559682057805,0.004669926723159713
150,0.01601931990078103,0.03254792359455727,,0.013439954592011565,0.019409300858145812,0.0045743869907565755
151,0.015696780274890625,0.031343960283386485,,0.013637588119333943,0.018293947100379074,0.004399356982714484
152,0.015044369928267232,0.03204016278974248,,0.013402380851482055,0.01758130279061456,0.004253186863328465
153,0.014737598978441733,0.031609438104322846,,0.013907594834943433,0.017482196865680612,0.004066139272536993
154,0.01610971700003976,0.03168080473074603,,0.01567337143818608,0.018699795869845427,0.003923528610862293
155,0.014124918782686399,0.03205237174088921,,0.013297970826697678,0.01738084369307889,0.0036851678586099054
156,0.013884804200944626,0.030075803890958746,,0.012153198058943611,0.016177330410563226,0.003455241565000673
157,0.01250052369630014,0.029661740265688442,,0.011026665463214073,0.016253210638757985,0.003226035828135167
158,0.011183167820386801,0.02898011116877937,,0.009949088760170028,0.014978816173987402,0.0030000108906277708
159,0.009612688848099179,0.028375722619284893,,0.008466032445251266,0.013519966830107838,0.0027667308975954045
160,0.008271084929810314,0.025062250392699784,,0.00726331174496246,0.012553873473209704,0.002533236541008742
161,0.007985931172055526,0.02477500004487567,,0.006658843041924249,0.011184586606117541,0.0022613983271490084
162,0.006531776289806862,0.024216983561009927,,0.006604013510523216,0.010058642834184003,0.0020050045542904624
163,0.0065289703398081315,0.02422473376128964,,0.00571534964045986,0.00950634605079745,0.0017098360812722027
164,0.006079517494483336,0.023062966572428345,,0.005847921753807409,0.00951197989037708,0.001726466926131573
165,0.00488181775008527,0.021412568080176175,,0.0051206534429390025,0.008231867639637609,0.0018467738888517608
166,0.0037519288792350713,0.022689598071718057,,0.005581841998895993,0.006936745800000646,0.003202552846180984
167,0.004206593884613805,0.022269262536882578,,0.005073305973828853,0.006113462036726347,0.003105528037267673
168,0.004571863111647985,0.02188976162017944,,0.006125407671220222,0.00576563789989645,0.002962823448095257
169,0.004081515134346568,0.020944365372308926,,0.005696923735281089,0.004713594678887078,0.002861460902172995
170,0.003031690889212847,0.017807641720450813,,0.007755719804283566,0.004780898973661382,0.002829308333085306
171,0.0030892677955373575,0.019502586922465516,,0.007585020188878747,0.004015651174931119,0.0027377976867556846
172,0.0027822018381467805,0.016044910150061334,,0.00696197445909418,0.0037173545268339753,0.002548024836840098
173,0.0023534174832349317,0.014861460418670215,,0.006856907039662045,0.002933239196048343,0.0023740422657718505
174,0.0019241634540123297,0.014072733597975206,,0.006684266509257925,0.0025677683735864727,0.0022003603315079797
175,0.0014417899979285787,0.012406130478579514,,0.006320356028732191,0.00230098754679228,0.0020915172901415677
176,0.001453482556970788,0.011295928952126737,,0.006124662192361079,0.0025933231863399893,0.0019114978585023613
177,0.001344453050060361,0.010667034626147766,,0.005944763266531028,0.0023850558703772205,0.0017396174074339804
178,0.0012049190143606913,0.009391666602413492,,0.005553039098914949,0.002076128983582265,0.0015730824202350258
179,0.001069471258336893,0.008052487109300432,,0.0056116877218761576,0.0018506976557180817,0.0014220572565697889
180,0.0009259896090407594,0.006462542988188108,,0.005018630451111941,0.0015703379891815557,0.0012543143575462585
181,0.0007888562466495193,0.005123557678922112,,0.004551852363852744,0.001299349043701914,0.0010733555901560668
182,0.000655727055026043,0.00848952529822404,,0.004260387476501425,0.0010248172881686913,0.001776431154579091
183,0.001034939934058654,0.007090739348312978,,0.003859080535530612,0.0009846859775334415,0.0016647064582109232
184,0.0009678130070190125,0.004859711920371663,,0.003348592978305724,0.0011499581466206386,0.0015523159482101175
185,0.0009010145717684736,0.005617515594566588,,0.002961578740961831,0.0010015151112695267,0.0014187590553446478
186,0.000825104821062282,0.004505478692978964,,0.002627402386097783,0.0017167238461449567,0.0012940700545330407
187,0.0007486811777999558,0.006141138732792631,,0.002270465057047682,0.0015355041850798074,0.001164150525890686
188,0.0006741998061566382,0.005288707366705737,,0.0039234893275866736,0.0013741002945766505,0.001034352345707326
189,0.0005991662268105628,0.005226005541657357,,0.0034826797616824526,0.0011996481138137273,0.0008707539637982585
190,0.0005128460101635654,0.007451680856776021,,0.0030244291655374986,0.0010473372602798564,0.0007477214505703073
191,0.00042335189102579463,0.006242589783013421,,0.002644274051494246,0.000855776422976728,0.0006224201398664917
192,0.0003378604050897908,0.005020356414970794,,0.0021374795674610064,0.0006765774163361866,0.0005007446433994669
193,0.000255665219444635,0.0037849807526481377,,0.001583775875302818,0.0005100508408231783,0.00037693415457454185
194,0.00017334093175859304,0.0025364627960454537,,0.0010972367897985824,0.0003409548289337192,0.0002534071792201884
195,8.585987555871209e-05,0.0010981487794033452,,0.0005403046324808878,0.00016972375361325206,0.00012679215855481598
196,,,,,,
197,,,,,,
198,,,,,,
199,,,,,,
200,,,,,,
201,,,,,,
202,,,,,,
203,,,,,,
204,,,,,,
205,,,,,,
206,,,,,,
207,,,,,,
208,,,,,,
209,,,,,,
210,,,,,,
211,,,,,,
212,,,,,,
213,,,,,,
214,,,,,,
215,,,,,,
216,,,,,,
217,,,,,,
218,,,,,,
219,,,,,,
220,,,,,,
221,,,,,,
222,,,,,,
223,,,,,,
224,,,,,,
225,,,,,,
226,,,,,,
227,,,,,,
228,,,,,,
229,,,,,,
230,,,,,,
231,,,,,,
232,,,,,,
233,,,,,,
234,,,,,,
235,,,,,,
236,,,,,,
237,,,,,,
238,,,,,,
239,,,,,,
240,,,,,,
241,,,,,,
242,,,,,,
243,,,,,,
244,,,,,,
245,,,,,,
246,,,,,,
247,,,,,,
248,,,,,,
249,,,,,,
250,,,,,,
251,0.0,0.0,0.0,0.0,0.0,0.0
